Title,Image_URL,Product_Page_URL,Dimensions
,https://i5.walmartimages.com/seo/Rockland-Rio-2-Piece-Carry-On-Luggage-Set_22f0cda9-eff2-4893-a808-d7fca44e0bc4.33ade55a0086d61f284e033f942a04e1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/Rockland-Rio-2-Piece-Carry-On-Luggage-Set/24270056?classType=VARIANT,
,https://i5.walmartimages.com/seo/HomGarden-22-inch-Carry-On-Luggage-Hardside-Expandable-Travel-Suitcase-Spinner-TSA-Lock-Black_d1d94987-d7d0-42c7-8801-e765c9c0cfb5.22b9cba0d37fcdc061e985da8b43e97a.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/HomGarden-22-inch-Carry-On-Luggage-Hardside-Expandable-Travel-Suitcase-Spinner-TSA-Lock-Black/2480571699?classType=VARIANT,
,https://i5.walmartimages.com/seo/Carry-on-Luggage-Set-3-Piece-hardshell-TSA-Lock-Spinner-Wheels-Suitcase-with-Travel-Bag-and-Neck-Pillow-Black_e76ebc38-b164-49e1-a866-6108a9c7f68a.dcb199b8307aef09c9f9733cc074f41c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/Carry-on-Luggage-Set-3-Piece-hardshell-TSA-Lock-Spinner-Wheels-Suitcase-with-Travel-Bag-and-Neck-Pillow-Black/11104973263?classType=VARIANT,
,https://i5.walmartimages.com/seo/Protege-Vacationer-Collection-20-inch-Medium-Hardside-Carry-on-Luggage-Upright-Blue-Cove-All-Ages_b04be341-31bc-454b-b974-33a55962c2cf.2fa50110a85708afc1a312793d723ca6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/Protege-Vacationer-Collection-20-inch-Medium-Hardside-Carry-on-Luggage-Upright-Blue-Cove-All-Ages/5439978301?classType=VARIANT,
,https://i5.walmartimages.com/seo/Protege-Arendale-20-Softside-Expandable-Rolling-Spinner-Carry-On-Luggage-Black_71337874-daac-4f30-b7f0-bdf0f5378ce6.ead992bae0356437e3db9caefee502c9.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/Protege-Arendale-20-Softside-Expandable-Rolling-Spinner-Carry-On-Luggage-Black/2762593826?classType=VARIANT,
,https://i5.walmartimages.com/seo/iFLY-Hardside-Fibertech-Luggage-24-Checked-Luggage-Rose-Gold_052bda45-1637-4ac8-af20-cc3bd843daec.5151fb82bf1b69379fb7ed1cb473d0d6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/iFLY-Hardside-Fibertech-Luggage-24-Checked-Luggage-Rose-Gold/950212570?classType=VARIANT,
,https://i5.walmartimages.com/seo/Travelers-Club-20-inch-Expandable-ABS-20-Hard-Side-Rolling-Carry-On-Fuchsia_477e4f4b-ef9b-47c2-ad2b-e250ce162e3c.e0c2dadd6517bc61c87bcbbdbe12e0ae.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/Travelers-Club-20-inch-Expandable-ABS-20-Hard-Side-Rolling-Carry-On-Fuchsia/33965767?classType=VARIANT,
,https://i5.walmartimages.com/seo/it-luggage-Replicating-21-5-Hardside-Expandable-Carry-on-Spinner-Luggage-Gray_37d351a6-47be-4c12-b097-2b704d640402.e2549e3949fec776ea0b04a42553bb93.png?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/it-luggage-Replicating-21-5-Hardside-Expandable-Carry-on-Spinner-Luggage-Gray/789878674?classType=VARIANT,
,https://i5.walmartimages.com/seo/Rockland-Expandable-Carry-On-Luggage-Set-Color-Turquoise-Number-of-Items-2-Piece_c7d2a281-a9c1-4f22-9d4f-480eceae9387.29e2278c892badd10e65fa0706988de1.jpeg,https://www.walmart.com/ip/Rockland-Expandable-Carry-On-Luggage-Set-Color-Turquoise-Number-of-Items-2-Piece/22235832?classType=REGULAR,
,https://i5.walmartimages.com/seo/CONCETTA-20-inch-Carry-on-Luggage-Lightweight-Expandable-Rolling-Suitcase-Hard-Shell-ABS-TSA-Lock-Double-Spinner-Wheels-Suit-Case-Blue_0e8cc1c6-e266-4338-9723-b184f0c80873.b67ef5fc9858d090b16293061c046bba.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://www.walmart.com/ip/CONCETTA-20-inch-Carry-on-Luggage-Lightweight-Expandable-Rolling-Suitcase-Hard-Shell-ABS-TSA-Lock-Double-Spinner-Wheels-Suit-Case-Blue/15305003190?classType=VARIANT&athbdg=L1900,
